"Tree_ID","Address","Tree_Species","Species_Desc","Common_Name","Age_Desc","Height","Spread","Trunk","Actual_Trunk_cm","Condition","Lat","Long"
42452,"Estuary Road, Malahide","ACPS","Acer pseudoplatanus","Sycamore","Young","10 metres","3 to 6 metres","11cm to 20cm",15,"Good",53.455422227,-6.1809643724
42468,"Estuary Road, Malahide","ACPS","Acer pseudoplatanus","Sycamore","Young","10 metres","6 to 9 metres","11cm to 20cm",15,"Good",53.4556245331,-6.1807774632
45480,"Seabury Glen, Malahide","ACPS","Acer pseudoplatanus","Sycamore","Semi-Mature"," 15 metres","3 to 6 metres","11cm to 20cm",20,"Good",53.4560597412,-6.1840193085
41620,"Abington, Malahide","TICO","Tilia cordata","Small-Leafed Lime","Young",NA,"Up to 3 metres","1cm - 10cm",10,"Good",53.4472140319,-6.1804993096
171524,"Lambeecher, Balbriggan","AAAA","Suitable location","","",NA,"","1cm - 10cm",1,"Good",53.6144388482,-6.1875153357
47012,"Castle Downs Croft, Malahide","ACPLS","Acer platanoides 'Crimson Sentry'","Norway Maple","Semi-Mature","10 metres","6 to 9 metres","11cm to 20cm",20,"Good",53.4530996673,-6.1809700497
26744,"Tara Cove, Balbriggan","ACPS","Acer pseudoplatanus","Sycamore","Mature","10 metres","6 to 9 metres","21cm to 30cm",30,"Good",53.471211399,-6.2361852795
27324,"Tara Court, Balbriggan","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Semi-Mature",NA,"3 to 6 metres","11cm to 20cm",15,"Poor",53.608740863,-6.1920031469
29052,"Ridgewood Avenue, Forrest Great","TISP","Tilia spp.","Lime","Young",NA,"Up to 3 metres","11cm to 20cm",12,"Good",53.4481882394,-6.2504533994
32416,"Greenlawns, Skerries","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","6 to 9 metres","21cm to 30cm",22,"Good",53.5738916545,-6.113889395
41816,"Auburn Grove, Malahide","ACPS","Acer pseudoplatanus","Sycamore","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",25,"Good",53.4448564892,-6.1751509398
28604,"Ridgewood Park, Swords","TISP","Tilia spp.","Lime","Young",NA,"Up to 3 metres","1cm - 10cm",9,"Good",53.4477013246,-6.2459602102
28608,"Ridgewood Park, Swords","TISP","Tilia spp.","Lime","Young",NA,"Up to 3 metres","1cm - 10cm",9,"Good",53.4476784675,-6.2458234215
28708,"Ridgewood Park, Swords","TISP","Tilia spp.","Lime","Young",NA,"Up to 3 metres","11cm to 20cm",12,"Good",53.4475599664,-6.2462655827
28740,"Ridgewood Park, Swords","TISP","Tilia spp.","Lime","Young",NA,"Up to 3 metres","1cm - 10cm",9,"Good",53.4474874922,-6.247009002
13604,"Burrow Road, Portrane","ACPL","Acer platanoides","Norway Maple","Young",NA,"Up to 3 metres","1cm - 10cm",9,"Fair to Good",53.4937567633,-6.1115744912
5464,"Glen Ellan Pines, Swords","QCERR","Quercus cerris","Turkey oak","Newly Planted","10 metres","Up to 3 metres","1cm - 10cm",3,"Good",53.4680560765,-6.2301618395
14832,"Berwick Way, Swords","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Young","10 metres","3 to 6 metres","11cm to 20cm",14,"Fair",53.4621086705,-6.2497042852
208800,"Woodlands Court","","","","",NA,"","",0,"",53.4293957766,-6.1349245396
408,"Tower View Heights, Portrane","ACPL","Acer platanoides","Norway Maple","Young",NA,"Up to 3 metres","1cm - 10cm",9,"Fair to Good",53.4913624988,-6.1060015057
17708,"Cianlea, Swords","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Newly Planted",NA,"Up to 3 metres","1cm - 10cm",5,"Fair - Poor",53.4654366308,-6.241201204
17732,"Cianlea, Swords","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Young",NA,"Up to 3 metres","1cm - 10cm",10,"Fair to Good",53.4657232112,-6.241885827
31604,"Kelly's Bay Jetty, Skerries","TISP","Tilia spp.","Lime","Young",NA,"","1cm - 10cm",5,"Fair",53.5820083949,-6.1333586913
31804,"Kelly's Bay Rise, Skerries","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Young",NA,"","1cm - 10cm",5,"Fair",53.5817657919,-6.1332793885
32204,"Millhill Park, Skerries","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",24,"Good",53.5748439966,-6.1124997788
32212,"Millhill Park, Skerries","ACPL","Acer platanoides","Norway Maple","Young",NA,"Up to 3 metres","1cm - 10cm",9,"Fair to Good",53.5749564751,-6.1121906894
33804,"Shenick Drive, Skerries","ACPL","Acer platanoides","Norway Maple","Mature","10 metres","6 to 9 metres","31cm to 40cm",36,"Fair",53.572424459,-6.1067513972
33816,"Shenick Drive, Skerries","ACPL","Acer platanoides","Norway Maple","Mature"," 15 metres","6 to 9 metres","31cm to 40cm",40,"Fair to Good",53.5717680954,-6.1069374444
34484,"Shenick Grove, Skerries","ACPL","Acer platanoides","Norway Maple","Mature","10 metres","6 to 9 metres","31cm to 40cm",31,"Good",53.5710340595,-6.1049998263
49412,"Killeen Park, Malahide","ACPS","Acer pseudoplatanus","Sycamore","Semi-Mature","10 metres","3 to 6 metres","11cm to 20cm",17,"Good",53.4491802808,-6.1799562481
49440,"Killeen Park, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","11cm to 20cm",19,"Good",53.4498172107,-6.1797140367
52356,"Ard Na Mara, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","9 to 12 metres","31cm to 40cm",32,"Fair",53.4496848515,-6.1698146814
52492,"Ard Na Mara, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature"," 15 metres","6 to 9 metres","31cm to 40cm",36,"Fair",53.4492692819,-6.1740551617
52700,"Ard Na Mara, Malahide","PRSPA","Prunus serrulata","Japanese Cherry","Mature","10 metres","Over 12 metres","41cm - 50cm",50,"Fair - Poor",53.4496354185,-6.1734644066
52728,"Ard Na Mara, Malahide","ACPL","Acer platanoides","Norway Maple","Mature"," 15 metres","9 to 12 metres","31cm to 40cm",34,"Fair",53.4489815911,-6.172959593
52736,"Ard Na Mara, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature"," 15 metres","9 to 12 metres","41cm - 50cm",47,"Fair - Poor",53.4488487815,-6.1725958918
15284,"Berwick Crescent, Swords","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",21,"Fair to Good",53.4628739903,-6.2484832087
15304,"Berwick Crescent, Swords","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",24,"Fair to Good",53.462462562,-6.2487740555
5800,"Glen Ellan Grove, Swords","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Young",NA,"Up to 3 metres","11cm to 20cm",11,"Good",53.4680345213,-6.2337075136
5808,"Glen Ellan Grove, Swords","ACPL","Acer platanoides","Norway Maple","Young","10 metres","3 to 6 metres","11cm to 20cm",15,"Good",53.4678089613,-6.2337918814
5820,"Glen Ellan Grove, Swords","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Young","10 metres","3 to 6 metres","11cm to 20cm",11,"Good",53.4672460395,-6.2340750421
6816,"Barnewall Avenue, Donabate","PYCA","Pyrus calleryana","Pear","Young",NA,"Up to 3 metres","1cm - 10cm",5,"Good",53.4910087321,-6.148430842
42224,"Estuary Road, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature"," 15 metres","6 to 9 metres","21cm to 30cm",27,"Good",53.4549676326,-6.1812189766
42252,"Estuary Road, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature"," 15 metres","6 to 9 metres","21cm to 30cm",25,"Good",53.4542905329,-6.1818507323
23000,"Saint Andrew's Park, Swords","AAAA","Suitable location","","",NA,"","",0,"",53.4667364139,-6.2354593796
600188,"Abbeylea Avenue, Swords","AAAA","Suitable location","","",NA,"","",0,"",53.4622972563,-6.2340393265
52724,"Ard Na Mara, Malahide","PRUSP","Prunus spp.","Cherry","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",21,"Good",53.4490401781,-6.1731297376
29404,"Ridgewood Avenue, Forrest Great","TICO","Tilia cordata","Small-Leafed Lime","Young",NA,"Up to 3 metres","1cm - 10cm",9,"Good",53.4455784131,-6.2461711449
16020,"Berwick Rise, Swords","TICO","Tilia cordata","Small-Leafed Lime","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",21,"Fair",53.460411844,-6.2482888909
20120,"Brookdale Road, Swords","ACCA","Acer campestre","Field Maple","Young",NA,"Up to 3 metres","11cm to 20cm",15,"Good",53.4540129833,-6.248785449
20160,"Brookdale Road, Swords","ACCA","Acer campestre","Field Maple","Newly Planted",NA,"Up to 3 metres","11cm to 20cm",11,"Fair to Good",53.4545175107,-6.2486296355
20168,"Brookdale Road, Swords","ACCA","Acer campestre","Field Maple","Newly Planted",NA,"Up to 3 metres","1cm - 10cm",10,"Fair to Good",53.4546758831,-6.248626126
2892,"Beverton Drive, Donabate","TICO","Tilia cordata","Small-Leafed Lime","Young","10 metres","3 to 6 metres","1cm - 10cm",9,"Dead",53.4881765924,-6.16009872
43472,"Seabury Heights, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",23,"Good",53.4543647622,-6.1870284645
43480,"Seabury Heights, Malahide","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Young",NA,"Up to 3 metres","11cm to 20cm",11,"Good",53.4540778326,-6.1871289156
45500,"Seabury Glen, Malahide","ACPS","Acer pseudoplatanus","Sycamore","Semi-Mature","10 metres","3 to 6 metres","11cm to 20cm",20,"Fair",53.4557348873,-6.1841489551
46080,"Seabury Lane, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature"," 15 metres","6 to 9 metres","21cm to 30cm",29,"Good",53.4518143023,-6.1825465377
26380,"Old Town Hall, Oldtown","ACPS","Acer pseudoplatanus","Sycamore","Semi-Mature",NA,"Up to 3 metres","11cm to 20cm",15,"Good",53.5208170342,-6.3167286907
26504,"Naul Hill, Naul","ACPS","Acer pseudoplatanus","Sycamore","Mature","10 metres","6 to 9 metres","21cm to 30cm",30,"Good",53.5825087197,-6.2855170941
2852,"Beverton Drive, Donabate","TIPLR","Tilia platyphyllos 'Rubra'","Large-Leafed Lime","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",24,"Fair to Good",53.4893894875,-6.1586198951
127856,"Lambourne Road, Blanchardstown","","","","",NA,"","",0,"",53.382819863,-6.4133824286
42604,"Lissadel Crescent, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature"," 15 metres","3 to 6 metres","21cm to 30cm",23,"Good",53.4522640224,-6.1856641969
42608,"Lissadel Crescent, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",24,"Good",53.4523612148,-6.1856380723
42812,"Lissadel Park, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature"," 15 metres","9 to 12 metres","21cm to 30cm",27,"Good",53.452382908,-6.1870545164
42816,"Lissadel Park, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature"," 15 metres","6 to 9 metres","31cm to 40cm",35,"Good",53.4522734822,-6.187073933
42820,"Lissadel Park, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature"," 15 metres","6 to 9 metres","21cm to 30cm",26,"Good",53.4520272184,-6.1871065575
44244,"Seabury Road, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","6 to 9 metres","21cm to 30cm",25,"Good",53.4543575056,-6.1850363852
7536,"Ormond Way, Swords","ACCA","Acer campestre","Field Maple","Semi-Mature","10 metres","6 to 9 metres","21cm to 30cm",26,"Fair to Good",53.4603583095,-6.247261495
607296,"Daleview Road, Swords","ACCA","Acer campestre","Field Maple","Young",NA,"Up to 3 metres","1cm - 10cm",6,"Fair to Good",53.4652255908,-6.2365727286
46804,"Castle Downs Grove, Malahide","ACPLS","Acer platanoides 'Crimson Sentry'","Norway Maple","Semi-Mature"," 15 metres","3 to 6 metres","21cm to 30cm",21,"Good",53.452982985,-6.1820116989
136680,"Pinebrook Heights, Blanchardstown","AAAA","Suitable location","","",NA,"","",0,"Good",53.3980635826,-6.412898116
209400,"Carrick Court","AAAA","Suitable location","","",NA,"","",0,"",53.4233669505,-6.1359167337
5444,"Glen Ellan Pines, Swords","TICO","Tilia cordata","Small-Leafed Lime","Young","10 metres","3 to 6 metres","1cm - 10cm",8,"Good",53.4684235511,-6.2302248542
6948,"The Rise, Melrose Park","TICO","Tilia cordata","Small-Leafed Lime","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",25,"Fair",53.4456376992,-6.2033653361
7168,"Seabury Park, Malahide","ACPLS","Acer platanoides 'Crimson Sentry'","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",22,"Good",53.4534557019,-6.1861097258
45052,"Seabury Gardens, Malahide","PSYL","Pinus sylvestris","Scots Pine","Semi-Mature","10 metres","3 to 6 metres","11cm to 20cm",18,"Good",53.4567588697,-6.1863436039
223804,"Porter's Gate Close, Blanchardstown","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Semi-Mature","10 metres","6 to 9 metres","11cm to 20cm",14,"Fair to Good",53.386079733,-6.4234953605
223808,"Porter's Gate Close, Blanchardstown","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Semi-Mature","10 metres","3 to 6 metres","11cm to 20cm",11,"Fair",53.3861133953,-6.4232818868
31820,"Kelly's Bay Rise, Skerries","BESP","Betula spp.","Birch","Young",NA,"","1cm - 10cm",5,"Fair",53.58159128,-6.1334806703
32224,"Millhill Park, Skerries","ACPL","Acer platanoides","Norway Maple","",NA,"","11cm to 20cm",12,"Fair to Good",53.5750917699,-6.1117274857
49420,"Killeen Park, Malahide","ACPS","Acer pseudoplatanus","Sycamore","Semi-Mature","10 metres","3 to 6 metres","11cm to 20cm",20,"Good",53.4495612175,-6.1798333739
52348,"Ard Na Mara, Malahide","EUSP","Eucalyptus spp.","Eucalyptus","Mature"," 15 metres","Over 12 metres","over 61cm",85,"Fair to Good",53.4495387881,-6.1693725237
52512,"Ard Na Mara, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature"," 15 metres","9 to 12 metres","31cm to 40cm",37,"Good",53.4496203655,-6.1750599634
6832,"Barnewall Avenue, Donabate","PYCA","Pyrus calleryana","Pear","Young",NA,"Up to 3 metres","1cm - 10cm",5,"Good",53.4914451781,-6.1472072569
7456,"Eden Grove, Donabate","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Semi-Mature",NA,"Up to 3 metres","1cm - 10cm",8,"Good",53.4929477448,-6.1494737721
42464,"Estuary Road, Malahide","ACPS","Acer pseudoplatanus","Sycamore","Young","10 metres","3 to 6 metres","11cm to 20cm",11,"Good",53.4555758456,-6.1808198943
26368,"Old Town Hall, Oldtown","PRSPA","Prunus serrulata","Japanese Cherry","Mature","10 metres","3 to 6 metres","21cm to 30cm",28,"Fair to Good",53.5210698562,-6.3159860015
20164,"Brookdale Road, Swords","ACCA","Acer campestre","Field Maple","Newly Planted",NA,"Up to 3 metres","11cm to 20cm",11,"Fair to Good",53.4545744465,-6.2486149462
20844,"Brookdale Park, Swords","AAAA","Suitable location","","",NA,"","",0,"",53.4526863108,-6.2489343024
2848,"Beverton Drive, Donabate","TICO","Tilia cordata","Small-Leafed Lime","Young","10 metres","3 to 6 metres","1cm - 10cm",5,"Poor",53.4895837368,-6.1582040467
264000,"Ashling Heights, Blanchardstown","AAAA","Suitable location","","",NA,"","1cm - 10cm",2,"Good",53.3948996366,-6.3760794667
605436,"Castlegrange Way, Swords","AAAA","Suitable location","","",NA,"","1cm - 10cm",2,"Fair",53.465148515,-6.2221068387
7524,"Ormond Way, Swords","ACCA","Acer campestre","Field Maple","",NA,"","",0,"",53.460667749,-6.2468976091
47652,"Seabury Close, Malahide","ACPLS","Acer platanoides 'Crimson Sentry'","Norway Maple","Semi-Mature","10 metres","6 to 9 metres","21cm to 30cm",26,"Good",53.4533534362,-6.1788771285
26372,"Old Town Hall, Oldtown","PRSPA","Prunus serrulata","Japanese Cherry","Mature","10 metres","3 to 6 metres","21cm to 30cm",22,"Fair to Good",53.521490493,-6.3157889689
26492,"Naul Hill, Naul","ACPS","Acer pseudoplatanus","Sycamore","Mature","10 metres","6 to 9 metres","31cm to 40cm",32,"Good",53.5823834507,-6.2861121366
2872,"Beverton Drive, Donabate","TICO","Tilia cordata","Small-Leafed Lime","Young","10 metres","3 to 6 metres","1cm - 10cm",8,"Fair to Good",53.4891877185,-6.1597900426
7556,"Ormond Way, Swords","ACCA","Acer campestre","Field Maple","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",21,"Fair to Good",53.4606389134,-6.2462984692
607300,"Daleview Road, Swords","ACCA","Acer campestre","Field Maple","Young",NA,"Up to 3 metres","1cm - 10cm",6,"Fair to Good",53.4649462961,-6.2368460315
600880,"Abbeylea Green, Swords","TICO","Tilia cordata","Small-Leafed Lime","Semi-Mature"," 15 metres","6 to 9 metres","21cm to 30cm",30,"Fair to Good",53.4644023115,-6.2354365233
46808,"Castle Downs Grove, Malahide","ACPLS","Acer platanoides 'Crimson Sentry'","Norway Maple","Semi-Mature"," 15 metres","6 to 9 metres","21cm to 30cm",27,"Good",53.4531201386,-6.1818717005
3012,"Beverton Grove, Donabate","TICO","Tilia cordata","Small-Leafed Lime","Semi-Mature","10 metres","3 to 6 metres","11cm to 20cm",18,"Fair to Good",53.4896738507,-6.1601506484
42448,"Estuary Road, Malahide","PLXA","Platanus x acerifolia","London Plane","Young","10 metres","3 to 6 metres","11cm to 20cm",12,"Good",53.4551799512,-6.1811879173
1824,"Turvey Green, Donabate","ACPS","Acer pseudoplatanus","Sycamore","Young","10 metres","6 to 9 metres","",0,"Good",53.4886766194,-6.1570524533
43076,"Bayside Boulevard South, Sutton","ACPS","Acer pseudoplatanus","Sycamore","Semi-Mature","10 metres","6 to 9 metres","31cm to 40cm",34,"Good",53.3877557958,-6.1388742336
43080,"Bayside Boulevard South, Sutton","ACPL","Acer platanoides","Norway Maple","Semi-Mature"," 15 metres","9 to 12 metres","31cm to 40cm",32,"Good",53.3876834928,-6.1388132043
49436,"Killeen Park, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","11cm to 20cm",15,"Good",53.4497616557,-6.1797421551
52464,"Ard Na Mara, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","6 to 9 metres","31cm to 40cm",31,"Good",53.4486625407,-6.1723226993
52844,"Ard Na Mara, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","6 to 9 metres","21cm to 30cm",25,"Good",53.4485412135,-6.174718636
15268,"Berwick Grove, Swords","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","11cm to 20cm",20,"Fair to Good",53.4634239734,-6.2483632802
15300,"Berwick Crescent, Swords","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",26,"Good",53.4624718463,-6.2485860531
